Country	Unit	Value	Year	Variable
South Sudan	LCU	96.1564	2008	Value Local Currency, 2010 base year, GDP Deflator
South Sudan	LCU	78.9118	2009	Value Local Currency, 2010 base year, GDP Deflator
South Sudan	LCU	100.0	2010	Value Local Currency, 2010 base year, GDP Deflator
South Sudan	LCU	148.8734	2011	Value Local Currency, 2010 base year, GDP Deflator
South Sudan	LCU	163.0553	2012	Value Local Currency, 2010 base year, GDP Deflator
South Sudan	LCU	175.6921	2013	Value Local Currency, 2010 base year, GDP Deflator
South Sudan	LCU	169.6306	2014	Value Local Currency, 2010 base year, GDP Deflator
South Sudan	LCU	189.3687	2015	Value Local Currency, 2010 base year, GDP Deflator
South Sudan	LCU	1111.481	2016	Value Local Currency, 2010 base year, GDP Deflator
South Sudan	US$	106.0859	2008	Value US$, 2010 base year, GDP Deflator
South Sudan	US$	79.065	2009	Value US$, 2010 base year, GDP Deflator
South Sudan	US$	100.0	2010	Value US$, 2010 base year, GDP Deflator
South Sudan	US$	114.8571	2011	Value US$, 2010 base year, GDP Deflator
South Sudan	US$	127.4595	2012	Value US$, 2010 base year, GDP Deflator
South Sudan	US$	137.3377	2013	Value US$, 2010 base year, GDP Deflator
South Sudan	US$	132.5994	2014	Value US$, 2010 base year, GDP Deflator
South Sudan	US$	106.7881	2015	Value US$, 2010 base year, GDP Deflator
South Sudan	US$	51.877	2016	Value US$, 2010 base year, GDP Deflator
South Sudan	LCU	88.7254	2008	Value Local Currency, 2010 base year, Gross Fixed Capital Formation Deflator
South Sudan	LCU	95.3272	2009	Value Local Currency, 2010 base year, Gross Fixed Capital Formation Deflator
South Sudan	LCU	100.0	2010	Value Local Currency, 2010 base year, Gross Fixed Capital Formation Deflator
South Sudan	LCU	130.4636	2011	Value Local Currency, 2010 base year, Gross Fixed Capital Formation Deflator
South Sudan	LCU	177.6783	2012	Value Local Currency, 2010 base year, Gross Fixed Capital Formation Deflator
South Sudan	LCU	183.255	2013	Value Local Currency, 2010 base year, Gross Fixed Capital Formation Deflator
South Sudan	LCU	189.0352	2014	Value Local Currency, 2010 base year, Gross Fixed Capital Formation Deflator
South Sudan	LCU	269.1089	2015	Value Local Currency, 2010 base year, Gross Fixed Capital Formation Deflator
South Sudan	LCU	1339.75	2016	Value Local Currency, 2010 base year, Gross Fixed Capital Formation Deflator
South Sudan	US$	97.8876	2008	Value US$, 2010 base year, Gross Fixed Capital Formation Deflator
South Sudan	US$	95.5122	2009	Value US$, 2010 base year, Gross Fixed Capital Formation Deflator
South Sudan	US$	100.0	2010	Value US$, 2010 base year, Gross Fixed Capital Formation Deflator
South Sudan	US$	100.6538	2011	Value US$, 2010 base year, Gross Fixed Capital Formation Deflator
South Sudan	US$	138.8903	2012	Value US$, 2010 base year, Gross Fixed Capital Formation Deflator
South Sudan	US$	143.2495	2013	Value US$, 2010 base year, Gross Fixed Capital Formation Deflator
South Sudan	US$	147.7679	2014	Value US$, 2010 base year, Gross Fixed Capital Formation Deflator
South Sudan	US$	151.755	2015	Value US$, 2010 base year, Gross Fixed Capital Formation Deflator
South Sudan	US$	62.5311	2016	Value US$, 2010 base year, Gross Fixed Capital Formation Deflator
South Sudan	LCU	96.1564	2008	Value Local Currency, 2010 base year, Value Added Deflator (Agriculture, forestry and fishery)
South Sudan	LCU	78.9118	2009	Value Local Currency, 2010 base year, Value Added Deflator (Agriculture, forestry and fishery)
South Sudan	LCU	100.0	2010	Value Local Currency, 2010 base year, Value Added Deflator (Agriculture, forestry and fishery)
South Sudan	LCU	148.8734	2011	Value Local Currency, 2010 base year, Value Added Deflator (Agriculture, forestry and fishery)
South Sudan	LCU	163.0553	2012	Value Local Currency, 2010 base year, Value Added Deflator (Agriculture, forestry and fishery)
South Sudan	LCU	175.6921	2013	Value Local Currency, 2010 base year, Value Added Deflator (Agriculture, forestry and fishery)
South Sudan	LCU	169.6306	2014	Value Local Currency, 2010 base year, Value Added Deflator (Agriculture, forestry and fishery)
South Sudan	LCU	189.3687	2015	Value Local Currency, 2010 base year, Value Added Deflator (Agriculture, forestry and fishery)
South Sudan	LCU	1111.481	2016	Value Local Currency, 2010 base year, Value Added Deflator (Agriculture, forestry and fishery)
South Sudan	US$	106.0859	2008	Value US$, 2010 base year, Value Added Deflator (Agriculture, forestry and fishery)
South Sudan	US$	79.065	2009	Value US$, 2010 base year, Value Added Deflator (Agriculture, forestry and fishery)
South Sudan	US$	100.0	2010	Value US$, 2010 base year, Value Added Deflator (Agriculture, forestry and fishery)
South Sudan	US$	114.8571	2011	Value US$, 2010 base year, Value Added Deflator (Agriculture, forestry and fishery)
South Sudan	US$	127.4595	2012	Value US$, 2010 base year, Value Added Deflator (Agriculture, forestry and fishery)
South Sudan	US$	137.3377	2013	Value US$, 2010 base year, Value Added Deflator (Agriculture, forestry and fishery)
South Sudan	US$	132.5994	2014	Value US$, 2010 base year, Value Added Deflator (Agriculture, forestry and fishery)
South Sudan	US$	106.7881	2015	Value US$, 2010 base year, Value Added Deflator (Agriculture, forestry and fishery)
South Sudan	US$	51.877	2016	Value US$, 2010 base year, Value Added Deflator (Agriculture, forestry and fishery)
South Sudan	LCU	96.1564	2008	Value Local Currency, 2010 base year, Value Added Deflator (Manufacturing)
South Sudan	LCU	78.9118	2009	Value Local Currency, 2010 base year, Value Added Deflator (Manufacturing)
South Sudan	LCU	100.0	2010	Value Local Currency, 2010 base year, Value Added Deflator (Manufacturing)
South Sudan	LCU	148.8734	2011	Value Local Currency, 2010 base year, Value Added Deflator (Manufacturing)
South Sudan	LCU	163.0553	2012	Value Local Currency, 2010 base year, Value Added Deflator (Manufacturing)
South Sudan	LCU	175.6921	2013	Value Local Currency, 2010 base year, Value Added Deflator (Manufacturing)
South Sudan	LCU	169.6306	2014	Value Local Currency, 2010 base year, Value Added Deflator (Manufacturing)
South Sudan	LCU	189.3687	2015	Value Local Currency, 2010 base year, Value Added Deflator (Manufacturing)
South Sudan	LCU	1111.481	2016	Value Local Currency, 2010 base year, Value Added Deflator (Manufacturing)
South Sudan	US$	106.0859	2008	Value US$, 2010 base year, Value Added Deflator (Manufacturing)
South Sudan	US$	79.065	2009	Value US$, 2010 base year, Value Added Deflator (Manufacturing)
South Sudan	US$	100.0	2010	Value US$, 2010 base year, Value Added Deflator (Manufacturing)
South Sudan	US$	114.8571	2011	Value US$, 2010 base year, Value Added Deflator (Manufacturing)
South Sudan	US$	127.4595	2012	Value US$, 2010 base year, Value Added Deflator (Manufacturing)
South Sudan	US$	137.3377	2013	Value US$, 2010 base year, Value Added Deflator (Manufacturing)
South Sudan	US$	132.5994	2014	Value US$, 2010 base year, Value Added Deflator (Manufacturing)
South Sudan	US$	106.7881	2015	Value US$, 2010 base year, Value Added Deflator (Manufacturing)
South Sudan	US$	51.877	2016	Value US$, 2010 base year, Value Added Deflator (Manufacturing)
South Sudan	gigagrams	13104.042	2012	Emissions (CO2eq), Enteric Fermentation
South Sudan	gigagrams	13150.515	2013	Emissions (CO2eq), Enteric Fermentation
South Sudan	gigagrams	13265.847	2014	Emissions (CO2eq), Enteric Fermentation
South Sudan	gigagrams	13326.3387	2015	Emissions (CO2eq), Enteric Fermentation
South Sudan	gigagrams	13374.3793	2016	Emissions (CO2eq), Enteric Fermentation
South Sudan	gigagrams	13104.042	2012	Emissions (CO2eq) from CH4, Enteric Fermentation
South Sudan	gigagrams	13150.515	2013	Emissions (CO2eq) from CH4, Enteric Fermentation
South Sudan	gigagrams	13265.847	2014	Emissions (CO2eq) from CH4, Enteric Fermentation
South Sudan	gigagrams	13326.3387	2015	Emissions (CO2eq) from CH4, Enteric Fermentation
South Sudan	gigagrams	13374.3793	2016	Emissions (CO2eq) from CH4, Enteric Fermentation
South Sudan	gigagrams	501.2601	2012	Emissions (CO2eq), Manure Management
South Sudan	gigagrams	503.8309	2013	Emissions (CO2eq), Manure Management
South Sudan	gigagrams	509.3479	2014	Emissions (CO2eq), Manure Management
South Sudan	gigagrams	512.4918	2015	Emissions (CO2eq), Manure Management
South Sudan	gigagrams	515.0519	2016	Emissions (CO2eq), Manure Management
South Sudan	gigagrams	389.067	2012	Emissions (CO2eq) from CH4, Manure Management
South Sudan	gigagrams	391.23	2013	Emissions (CO2eq) from CH4, Manure Management
South Sudan	gigagrams	395.724	2014	Emissions (CO2eq) from CH4, Manure Management
South Sudan	gigagrams	398.2832	2015	Emissions (CO2eq) from CH4, Manure Management
South Sudan	gigagrams	400.3984	2016	Emissions (CO2eq) from CH4, Manure Management
South Sudan	gigagrams	112.1931	2012	Emissions (CO2eq) from N2O, Manure Management
South Sudan	gigagrams	112.6009	2013	Emissions (CO2eq) from N2O, Manure Management
South Sudan	gigagrams	113.6239	2014	Emissions (CO2eq) from N2O, Manure Management
South Sudan	gigagrams	114.2086	2015	Emissions (CO2eq) from N2O, Manure Management
South Sudan	gigagrams	114.6536	2016	Emissions (CO2eq) from N2O, Manure Management
South Sudan	gigagrams	347.1787	2012	Emissions (CO2eq), Manure applied to Soils
South Sudan	gigagrams	347.9531	2013	Emissions (CO2eq), Manure applied to Soils
South Sudan	gigagrams	349.4335	2014	Emissions (CO2eq), Manure applied to Soils
South Sudan	gigagrams	350.4206	2015	Emissions (CO2eq), Manure applied to Soils
South Sudan	gigagrams	351.2953	2016	Emissions (CO2eq), Manure applied to Soils
South Sudan	gigagrams	347.1787	2012	Emissions (CO2eq) from N2O, Manure applied to Soils
South Sudan	gigagrams	347.9531	2013	Emissions (CO2eq) from N2O, Manure applied to Soils
South Sudan	gigagrams	349.4335	2014	Emissions (CO2eq) from N2O, Manure applied to Soils
South Sudan	gigagrams	350.4206	2015	Emissions (CO2eq) from N2O, Manure applied to Soils
South Sudan	gigagrams	351.2953	2016	Emissions (CO2eq) from N2O, Manure applied to Soils
South Sudan	gigagrams	9285.3372	2012	Emissions (CO2eq), Manure left on Pasture
South Sudan	gigagrams	9322.3905	2013	Emissions (CO2eq), Manure left on Pasture
South Sudan	gigagrams	9409.1217	2014	Emissions (CO2eq), Manure left on Pasture
South Sudan	gigagrams	9455.8165	2015	Emissions (CO2eq), Manure left on Pasture
South Sudan	gigagrams	9492.7649	2016	Emissions (CO2eq), Manure left on Pasture
South Sudan	gigagrams	9285.3372	2012	Emissions (CO2eq) from N2O, Manure left on Pasture
South Sudan	gigagrams	9322.3905	2013	Emissions (CO2eq) from N2O, Manure left on Pasture
South Sudan	gigagrams	9409.1217	2014	Emissions (CO2eq) from N2O, Manure left on Pasture
South Sudan	gigagrams	9455.8165	2015	Emissions (CO2eq) from N2O, Manure left on Pasture
South Sudan	gigagrams	9492.7649	2016	Emissions (CO2eq) from N2O, Manure left on Pasture
South Sudan	gigagrams	92.6056	2012	Emissions (CO2eq), Crop Residues
South Sudan	gigagrams	97.975	2013	Emissions (CO2eq), Crop Residues
South Sudan	gigagrams	105.8247	2014	Emissions (CO2eq), Crop Residues
South Sudan	gigagrams	74.4029	2015	Emissions (CO2eq), Crop Residues
South Sudan	gigagrams	64.864	2016	Emissions (CO2eq), Crop Residues
South Sudan	gigagrams	92.6056	2012	Emissions (CO2eq) from N2O, Crop Residues
South Sudan	gigagrams	97.975	2013	Emissions (CO2eq) from N2O, Crop Residues
South Sudan	gigagrams	105.8247	2014	Emissions (CO2eq) from N2O, Crop Residues
South Sudan	gigagrams	74.4029	2015	Emissions (CO2eq) from N2O, Crop Residues
South Sudan	gigagrams	64.864	2016	Emissions (CO2eq) from N2O, Crop Residues
South Sudan	gigagrams	2133.9857	2012	Emissions (CO2eq), Cultivation of Organic Soils
South Sudan	gigagrams	2132.2596	2013	Emissions (CO2eq), Cultivation of Organic Soils
South Sudan	gigagrams	2122.8811	2014	Emissions (CO2eq), Cultivation of Organic Soils
South Sudan	gigagrams	2122.8811	2015	Emissions (CO2eq), Cultivation of Organic Soils
South Sudan	gigagrams	2122.8811	2016	Emissions (CO2eq), Cultivation of Organic Soils
South Sudan	gigagrams	2133.9857	2012	Emissions (CO2eq) from N2O, Cultivation of Organic Soils
South Sudan	gigagrams	2132.2596	2013	Emissions (CO2eq) from N2O, Cultivation of Organic Soils
South Sudan	gigagrams	2122.8811	2014	Emissions (CO2eq) from N2O, Cultivation of Organic Soils
South Sudan	gigagrams	2122.8811	2015	Emissions (CO2eq) from N2O, Cultivation of Organic Soils
South Sudan	gigagrams	2122.8811	2016	Emissions (CO2eq) from N2O, Cultivation of Organic Soils
South Sudan	gigagrams	22.4224	2012	Emissions (CO2eq), Burning - Crop residues
South Sudan	gigagrams	25.2448	2013	Emissions (CO2eq), Burning - Crop residues
South Sudan	gigagrams	21.7952	2014	Emissions (CO2eq), Burning - Crop residues
South Sudan	gigagrams	10.4457	2015	Emissions (CO2eq), Burning - Crop residues
South Sudan	gigagrams	7.3938	2016	Emissions (CO2eq), Burning - Crop residues
South Sudan	gigagrams	16.2162	2012	Emissions (CO2eq) from CH4, Burning - Crop residues
South Sudan	gigagrams	18.2574	2013	Emissions (CO2eq) from CH4, Burning - Crop residues
South Sudan	gigagrams	15.7626	2014	Emissions (CO2eq) from CH4, Burning - Crop residues
South Sudan	gigagrams	7.5545	2015	Emissions (CO2eq) from CH4, Burning - Crop residues
South Sudan	gigagrams	5.3473	2016	Emissions (CO2eq) from CH4, Burning - Crop residues
South Sudan	gigagrams	6.2062	2012	Emissions (CO2eq) from N2O, Burning - Crop residues
South Sudan	gigagrams	6.9874	2013	Emissions (CO2eq) from N2O, Burning - Crop residues
South Sudan	gigagrams	6.0326	2014	Emissions (CO2eq) from N2O, Burning - Crop residues
South Sudan	gigagrams	2.8912	2015	Emissions (CO2eq) from N2O, Burning - Crop residues
South Sudan	gigagrams	2.0465	2016	Emissions (CO2eq) from N2O, Burning - Crop residues
South Sudan	gigagrams	21180.1448	2012	Emissions (CO2eq), Burning - Savanna
South Sudan	gigagrams	20470.7384	2013	Emissions (CO2eq), Burning - Savanna
South Sudan	gigagrams	21308.1831	2014	Emissions (CO2eq), Burning - Savanna
South Sudan	gigagrams	22337.6486	2015	Emissions (CO2eq), Burning - Savanna
South Sudan	gigagrams	23385.044	2016	Emissions (CO2eq), Burning - Savanna
South Sudan	gigagrams	9084.0229	2012	Emissions (CO2eq) from CH4, Burning - Savanna
South Sudan	gigagrams	8777.8496	2013	Emissions (CO2eq) from CH4, Burning - Savanna
South Sudan	gigagrams	9134.3616	2014	Emissions (CO2eq) from CH4, Burning - Savanna
South Sudan	gigagrams	9573.1444	2015	Emissions (CO2eq) from CH4, Burning - Savanna
South Sudan	gigagrams	10022.1871	2016	Emissions (CO2eq) from CH4, Burning - Savanna
South Sudan	gigagrams	12096.1219	2012	Emissions (CO2eq) from N2O, Burning - Savanna
South Sudan	gigagrams	11692.8888	2013	Emissions (CO2eq) from N2O, Burning - Savanna
South Sudan	gigagrams	12173.8215	2014	Emissions (CO2eq) from N2O, Burning - Savanna
South Sudan	gigagrams	12764.5042	2015	Emissions (CO2eq) from N2O, Burning - Savanna
South Sudan	gigagrams	13362.8569	2016	Emissions (CO2eq) from N2O, Burning - Savanna
South Sudan	gigagrams	46666.9766	2012	Emissions (CO2eq), Agriculture total
South Sudan	gigagrams	46050.9073	2013	Emissions (CO2eq), Agriculture total
South Sudan	gigagrams	47092.4342	2014	Emissions (CO2eq), Agriculture total
South Sudan	gigagrams	48190.4459	2015	Emissions (CO2eq), Agriculture total
South Sudan	gigagrams	49313.6744	2016	Emissions (CO2eq), Agriculture total
South Sudan	gigagrams	22593.3481	2012	Emissions (CO2eq) from CH4, Agriculture total
South Sudan	gigagrams	22337.852	2013	Emissions (CO2eq) from CH4, Agriculture total
South Sudan	gigagrams	22811.6952	2014	Emissions (CO2eq) from CH4, Agriculture total
South Sudan	gigagrams	23305.3208	2015	Emissions (CO2eq) from CH4, Agriculture total
South Sudan	gigagrams	23802.3121	2016	Emissions (CO2eq) from CH4, Agriculture total
South Sudan	gigagrams	24073.6285	2012	Emissions (CO2eq) from N2O, Agriculture total
South Sudan	gigagrams	23713.0552	2013	Emissions (CO2eq) from N2O, Agriculture total
South Sudan	gigagrams	24280.739	2014	Emissions (CO2eq) from N2O, Agriculture total
South Sudan	gigagrams	24885.1251	2015	Emissions (CO2eq) from N2O, Agriculture total
South Sudan	gigagrams	25511.3623	2016	Emissions (CO2eq) from N2O, Agriculture total
South Sudan	gigagrams	11859.1073	2012	Emissions (CO2eq), Agricultural Soils
South Sudan	gigagrams	11900.5781	2013	Emissions (CO2eq), Agricultural Soils
South Sudan	gigagrams	11987.261	2014	Emissions (CO2eq), Agricultural Soils
South Sudan	gigagrams	12003.5211	2015	Emissions (CO2eq), Agricultural Soils
South Sudan	gigagrams	12031.8053	2016	Emissions (CO2eq), Agricultural Soils
South Sudan	gigagrams	11859.1073	2012	Emissions (CO2eq) from N2O, Agricultural Soils
South Sudan	gigagrams	11900.5781	2013	Emissions (CO2eq) from N2O, Agricultural Soils
South Sudan	gigagrams	11987.261	2014	Emissions (CO2eq) from N2O, Agricultural Soils
South Sudan	gigagrams	12003.5211	2015	Emissions (CO2eq) from N2O, Agricultural Soils
South Sudan	gigagrams	12031.8053	2016	Emissions (CO2eq) from N2O, Agricultural Soils
South Sudan	tonnes	286000.0	2012	Biomass burned (dry matter), Maize
South Sudan	tonnes	322000.0	2013	Biomass burned (dry matter), Maize
South Sudan	tonnes	278000.0	2014	Biomass burned (dry matter), Maize
South Sudan	tonnes	133235.8513	2015	Biomass burned (dry matter), Maize
South Sudan	tonnes	94308.0611	2016	Biomass burned (dry matter), Maize
South Sudan	g N20/kg dry matter	0.0001	2012	Implied emission factor for N2O (Burning crop residues), Maize
South Sudan	g N20/kg dry matter	0.0001	2013	Implied emission factor for N2O (Burning crop residues), Maize
South Sudan	g N20/kg dry matter	0.0001	2014	Implied emission factor for N2O (Burning crop residues), Maize
South Sudan	g N20/kg dry matter	0.0001	2015	Implied emission factor for N2O (Burning crop residues), Maize
South Sudan	g N20/kg dry matter	0.0001	2016	Implied emission factor for N2O (Burning crop residues), Maize
South Sudan	g CH4/kg dry matter	2.7	2012	Implied emission factor for CH4 (Burning crop residues), Maize
South Sudan	g CH4/kg dry matter	2.7	2013	Implied emission factor for CH4 (Burning crop residues), Maize
South Sudan	g CH4/kg dry matter	2.7	2014	Implied emission factor for CH4 (Burning crop residues), Maize
South Sudan	g CH4/kg dry matter	2.7	2015	Implied emission factor for CH4 (Burning crop residues), Maize
South Sudan	g CH4/kg dry matter	2.7	2016	Implied emission factor for CH4 (Burning crop residues), Maize
South Sudan	gigagrams	0.02	2012	Emissions (N2O) (Burning crop residues), Maize
South Sudan	gigagrams	0.0225	2013	Emissions (N2O) (Burning crop residues), Maize
South Sudan	gigagrams	0.0195	2014	Emissions (N2O) (Burning crop residues), Maize
South Sudan	gigagrams	0.0093	2015	Emissions (N2O) (Burning crop residues), Maize
South Sudan	gigagrams	0.0066	2016	Emissions (N2O) (Burning crop residues), Maize
South Sudan	gigagrams	0.7722	2012	Emissions (CH4) (Burning crop residues), Maize
South Sudan	gigagrams	0.8694	2013	Emissions (CH4) (Burning crop residues), Maize
South Sudan	gigagrams	0.7506	2014	Emissions (CH4) (Burning crop residues), Maize
South Sudan	gigagrams	0.3597	2015	Emissions (CH4) (Burning crop residues), Maize
South Sudan	gigagrams	0.2546	2016	Emissions (CH4) (Burning crop residues), Maize
South Sudan	gigagrams	6.2062	2012	Emissions (CO2eq) from N2O (Burning crop residues), Maize
South Sudan	gigagrams	6.9874	2013	Emissions (CO2eq) from N2O (Burning crop residues), Maize
South Sudan	gigagrams	6.0326	2014	Emissions (CO2eq) from N2O (Burning crop residues), Maize
South Sudan	gigagrams	2.8912	2015	Emissions (CO2eq) from N2O (Burning crop residues), Maize
South Sudan	gigagrams	2.0465	2016	Emissions (CO2eq) from N2O (Burning crop residues), Maize
South Sudan	gigagrams	16.2162	2012	Emissions (CO2eq) from CH4 (Burning crop residues), Maize
South Sudan	gigagrams	18.2574	2013	Emissions (CO2eq) from CH4 (Burning crop residues), Maize
South Sudan	gigagrams	15.7626	2014	Emissions (CO2eq) from CH4 (Burning crop residues), Maize
South Sudan	gigagrams	7.5545	2015	Emissions (CO2eq) from CH4 (Burning crop residues), Maize
South Sudan	gigagrams	5.3473	2016	Emissions (CO2eq) from CH4 (Burning crop residues), Maize
South Sudan	gigagrams	22.4224	2012	Emissions (CO2eq) (Burning crop residues), Maize
South Sudan	gigagrams	25.2448	2013	Emissions (CO2eq) (Burning crop residues), Maize
South Sudan	gigagrams	21.7952	2014	Emissions (CO2eq) (Burning crop residues), Maize
South Sudan	gigagrams	10.4457	2015	Emissions (CO2eq) (Burning crop residues), Maize
South Sudan	gigagrams	7.3938	2016	Emissions (CO2eq) (Burning crop residues), Maize
South Sudan	tonnes	286000.0	2012	Biomass burned (dry matter), All Crops
South Sudan	tonnes	322000.0	2013	Biomass burned (dry matter), All Crops
South Sudan	tonnes	278000.0	2014	Biomass burned (dry matter), All Crops
South Sudan	tonnes	133235.8513	2015	Biomass burned (dry matter), All Crops
South Sudan	tonnes	94308.0611	2016	Biomass burned (dry matter), All Crops
South Sudan	gigagrams	0.02	2012	Emissions (N2O) (Burning crop residues), All Crops
South Sudan	gigagrams	0.0225	2013	Emissions (N2O) (Burning crop residues), All Crops
South Sudan	gigagrams	0.0195	2014	Emissions (N2O) (Burning crop residues), All Crops
South Sudan	gigagrams	0.0093	2015	Emissions (N2O) (Burning crop residues), All Crops
South Sudan	gigagrams	0.0066	2016	Emissions (N2O) (Burning crop residues), All Crops
South Sudan	gigagrams	0.7722	2012	Emissions (CH4) (Burning crop residues), All Crops
South Sudan	gigagrams	0.8694	2013	Emissions (CH4) (Burning crop residues), All Crops
South Sudan	gigagrams	0.7506	2014	Emissions (CH4) (Burning crop residues), All Crops
South Sudan	gigagrams	0.3597	2015	Emissions (CH4) (Burning crop residues), All Crops
South Sudan	gigagrams	0.2546	2016	Emissions (CH4) (Burning crop residues), All Crops
South Sudan	gigagrams	6.2062	2012	Emissions (CO2eq) from N2O (Burning crop residues), All Crops
South Sudan	gigagrams	6.9874	2013	Emissions (CO2eq) from N2O (Burning crop residues), All Crops
South Sudan	gigagrams	6.0326	2014	Emissions (CO2eq) from N2O (Burning crop residues), All Crops
South Sudan	gigagrams	2.8912	2015	Emissions (CO2eq) from N2O (Burning crop residues), All Crops
South Sudan	gigagrams	2.0465	2016	Emissions (CO2eq) from N2O (Burning crop residues), All Crops
South Sudan	gigagrams	16.2162	2012	Emissions (CO2eq) from CH4 (Burning crop residues), All Crops
South Sudan	gigagrams	18.2574	2013	Emissions (CO2eq) from CH4 (Burning crop residues), All Crops
South Sudan	gigagrams	15.7626	2014	Emissions (CO2eq) from CH4 (Burning crop residues), All Crops
South Sudan	gigagrams	7.5545	2015	Emissions (CO2eq) from CH4 (Burning crop residues), All Crops
South Sudan	gigagrams	5.3473	2016	Emissions (CO2eq) from CH4 (Burning crop residues), All Crops
South Sudan	gigagrams	22.4224	2012	Emissions (CO2eq) (Burning crop residues), All Crops
South Sudan	gigagrams	25.2448	2013	Emissions (CO2eq) (Burning crop residues), All Crops
South Sudan	gigagrams	21.7952	2014	Emissions (CO2eq) (Burning crop residues), All Crops
South Sudan	gigagrams	10.4457	2015	Emissions (CO2eq) (Burning crop residues), All Crops
South Sudan	gigagrams	7.3938	2016	Emissions (CO2eq) (Burning crop residues), All Crops
South Sudan	kg of nutrients	43229.1072	2012	Residues (Crop residues), Beans, dry
South Sudan	kg of nutrients	38304.8256	2013	Residues (Crop residues), Beans, dry
South Sudan	kg of nutrients	31174.0749	2014	Residues (Crop residues), Beans, dry
South Sudan	kg of nutrients	23796.9121	2015	Residues (Crop residues), Beans, dry
South Sudan	kg of nutrients	18964.8859	2016	Residues (Crop residues), Beans, dry
South Sudan	kg N2O-N/kg N	0.0123	2012	Implied emission factor for N2O (Crop residues), Beans, dry
South Sudan	kg N2O-N/kg N	0.0123	2013	Implied emission factor for N2O (Crop residues), Beans, dry
South Sudan	kg N2O-N/kg N	0.0123	2014	Implied emission factor for N2O (Crop residues), Beans, dry
South Sudan	kg N2O-N/kg N	0.0123	2015	Implied emission factor for N2O (Crop residues), Beans, dry
South Sudan	kg N2O-N/kg N	0.0123	2016	Implied emission factor for N2O (Crop residues), Beans, dry
South Sudan	gigagrams	0.0007	2012	Direct emissions (N2O) (Crop residues), Beans, dry
South Sudan	gigagrams	0.0006	2013	Direct emissions (N2O) (Crop residues), Beans, dry
South Sudan	gigagrams	0.0005	2014	Direct emissions (N2O) (Crop residues), Beans, dry
South Sudan	gigagrams	0.0004	2015	Direct emissions (N2O) (Crop residues), Beans, dry
South Sudan	gigagrams	0.0003	2016	Direct emissions (N2O) (Crop residues), Beans, dry
South Sudan	gigagrams	0.2106	2012	Direct emissions (CO2eq) (Crop residues), Beans, dry
South Sudan	gigagrams	0.1866	2013	Direct emissions (CO2eq) (Crop residues), Beans, dry
South Sudan	gigagrams	0.1519	2014	Direct emissions (CO2eq) (Crop residues), Beans, dry
South Sudan	gigagrams	0.1159	2015	Direct emissions (CO2eq) (Crop residues), Beans, dry
South Sudan	gigagrams	0.0924	2016	Direct emissions (CO2eq) (Crop residues), Beans, dry
South Sudan	gigagrams	0.0002	2012	Indirect emissions (N2O) (Crop residues), Beans, dry
South Sudan	gigagrams	0.0001	2013	Indirect emissions (N2O) (Crop residues), Beans, dry
South Sudan	gigagrams	0.0001	2014	Indirect emissions (N2O) (Crop residues), Beans, dry
South Sudan	gigagrams	0.0001	2015	Indirect emissions (N2O) (Crop residues), Beans, dry
South Sudan	gigagrams	0.0001	2016	Indirect emissions (N2O) (Crop residues), Beans, dry
South Sudan	gigagrams	0.0474	2012	Indirect emissions (CO2eq) (Crop residues), Beans, dry
South Sudan	gigagrams	0.042	2013	Indirect emissions (CO2eq) (Crop residues), Beans, dry
South Sudan	gigagrams	0.0342	2014	Indirect emissions (CO2eq) (Crop residues), Beans, dry
South Sudan	gigagrams	0.0261	2015	Indirect emissions (CO2eq) (Crop residues), Beans, dry
South Sudan	gigagrams	0.0208	2016	Indirect emissions (CO2eq) (Crop residues), Beans, dry
South Sudan	gigagrams	0.0008	2012	Emissions (N2O) (Crop residues), Beans, dry
South Sudan	gigagrams	0.0007	2013	Emissions (N2O) (Crop residues), Beans, dry
South Sudan	gigagrams	0.0006	2014	Emissions (N2O) (Crop residues), Beans, dry
South Sudan	gigagrams	0.0005	2015	Emissions (N2O) (Crop residues), Beans, dry
South Sudan	gigagrams	0.0004	2016	Emissions (N2O) (Crop residues), Beans, dry
South Sudan	gigagrams	0.258	2012	Emissions (CO2eq) (Crop residues), Beans, dry
South Sudan	gigagrams	0.2286	2013	Emissions (CO2eq) (Crop residues), Beans, dry
South Sudan	gigagrams	0.186	2014	Emissions (CO2eq) (Crop residues), Beans, dry
South Sudan	gigagrams	0.142	2015	Emissions (CO2eq) (Crop residues), Beans, dry
South Sudan	gigagrams	0.1132	2016	Emissions (CO2eq) (Crop residues), Beans, dry
South Sudan	kg of nutrients	2193420.2154	2012	Residues (Crop residues), Maize
South Sudan	kg of nutrients	2636250.9601	2013	Residues (Crop residues), Maize
South Sudan	kg of nutrients	3172589.4486	2014	Residues (Crop residues), Maize
South Sudan	kg of nutrients	1606596.1239	2015	Residues (Crop residues), Maize
South Sudan	kg of nutrients	1196068.6819	2016	Residues (Crop residues), Maize
South Sudan	kg N2O-N/kg N	0.0123	2012	Implied emission factor for N2O (Crop residues), Maize
South Sudan	kg N2O-N/kg N	0.0123	2013	Implied emission factor for N2O (Crop residues), Maize
South Sudan	kg N2O-N/kg N	0.0123	2014	Implied emission factor for N2O (Crop residues), Maize
South Sudan	kg N2O-N/kg N	0.0123	2015	Implied emission factor for N2O (Crop residues), Maize
