Country	Unit	Value	Year	Variable
South Sudan	millions	1173.864407	2012	Value US$, Gross Fixed Capital Formation
South Sudan	millions	1521.220339	2013	Value US$, Gross Fixed Capital Formation
South Sudan	millions	1543.389831	2014	Value US$, Gross Fixed Capital Formation
South Sudan	millions	1300.749321	2015	Value US$, Gross Fixed Capital Formation
South Sudan	millions	391.899562	2016	Value US$, Gross Fixed Capital Formation
South Sudan	millions	5047.142733	2008	Value Local Currency, 2010 prices, Gross Fixed Capital Formation
South Sudan	millions	4045.8545700000004	2009	Value Local Currency, 2010 prices, Gross Fixed Capital Formation
South Sudan	millions	3730.1	2010	Value Local Currency, 2010 prices, Gross Fixed Capital Formation
South Sudan	millions	3875.1792590000005	2011	Value Local Currency, 2010 prices, Gross Fixed Capital Formation
South Sudan	millions	1948.9714800000002	2012	Value Local Currency, 2010 prices, Gross Fixed Capital Formation
South Sudan	millions	2448.828798	2013	Value Local Currency, 2010 prices, Gross Fixed Capital Formation
South Sudan	millions	2408.546487	2014	Value Local Currency, 2010 prices, Gross Fixed Capital Formation
South Sudan	millions	1976.5606670000002	2015	Value Local Currency, 2010 prices, Gross Fixed Capital Formation
South Sudan	millions	1445.232794	2016	Value Local Currency, 2010 prices, Gross Fixed Capital Formation
South Sudan	millions	1289.520912	2008	Value US$, 2005 prices, Gross Fixed Capital Formation
South Sudan	millions	1019.2278570000001	2009	Value US$, 2005 prices, Gross Fixed Capital Formation
South Sudan	millions	960.9039650000001	2010	Value US$, 2005 prices, Gross Fixed Capital Formation
South Sudan	millions	1030.776358	2011	Value US$, 2005 prices, Gross Fixed Capital Formation
South Sudan	millions	494.973495	2012	Value US$, 2005 prices, Gross Fixed Capital Formation
South Sudan	millions	666.958947	2013	Value US$, 2005 prices, Gross Fixed Capital Formation
South Sudan	millions	633.291236	2014	Value US$, 2005 prices, Gross Fixed Capital Formation
South Sudan	millions	521.717392	2015	Value US$, 2005 prices, Gross Fixed Capital Formation
South Sudan	millions	2188.699358	2008	Value US$, 2010 prices, Gross Fixed Capital Formation
South Sudan	millions	1754.489573	2009	Value US$, 2010 prices, Gross Fixed Capital Formation
South Sudan	millions	1617.562234	2010	Value US$, 2010 prices, Gross Fixed Capital Formation
South Sudan	millions	1680.476025	2011	Value US$, 2010 prices, Gross Fixed Capital Formation
South Sudan	millions	845.173765	2012	Value US$, 2010 prices, Gross Fixed Capital Formation
South Sudan	millions	1061.937477	2013	Value US$, 2010 prices, Gross Fixed Capital Formation
South Sudan	millions	1044.4690050000002	2014	Value US$, 2010 prices, Gross Fixed Capital Formation
South Sudan	millions	857.1378480000001	2015	Value US$, 2010 prices, Gross Fixed Capital Formation
South Sudan	millions	626.726894	2016	Value US$, 2010 prices, Gross Fixed Capital Formation
South Sudan	%	14.003252	2008	Share of GDP in US$, Gross Fixed Capital Formation
South Sudan	%	13.686399	2009	Share of GDP in US$, Gross Fixed Capital Formation
South Sudan	%	10.637794	2010	Share of GDP in US$, Gross Fixed Capital Formation
South Sudan	%	9.508379	2011	Share of GDP in US$, Gross Fixed Capital Formation
South Sudan	%	12.26639	2012	Share of GDP in US$, Gross Fixed Capital Formation
South Sudan	%	11.328861999999999	2013	Share of GDP in US$, Gross Fixed Capital Formation
South Sudan	%	9.738767	2014	Share of GDP in US$, Gross Fixed Capital Formation
South Sudan	%	9.701075999999999	2015	Share of GDP in US$, Gross Fixed Capital Formation
South Sudan	%	5.997436	2016	Share of GDP in US$, Gross Fixed Capital Formation
South Sudan	%	15.176060999999999	2008	Share of GDP, US$, 2010 prices, Gross Fixed Capital Formation
South Sudan	%	11.32959	2009	Share of GDP, US$, 2010 prices, Gross Fixed Capital Formation
South Sudan	%	10.637794	2010	Share of GDP, US$, 2010 prices, Gross Fixed Capital Formation
South Sudan	%	10.850109	2011	Share of GDP, US$, 2010 prices, Gross Fixed Capital Formation
South Sudan	%	11.256857	2012	Share of GDP, US$, 2010 prices, Gross Fixed Capital Formation
South Sudan	%	10.861325	2013	Share of GDP, US$, 2010 prices, Gross Fixed Capital Formation
South Sudan	%	8.739077	2014	Share of GDP, US$, 2010 prices, Gross Fixed Capital Formation
South Sudan	%	6.82653	2015	Share of GDP, US$, 2010 prices, Gross Fixed Capital Formation
South Sudan	%	4.975585	2016	Share of GDP, US$, 2010 prices, Gross Fixed Capital Formation
South Sudan	%	14.003252	2008	Share of GDP in Local Currency, Gross Fixed Capital Formation
South Sudan	%	13.686399	2009	Share of GDP in Local Currency, Gross Fixed Capital Formation
South Sudan	%	10.637794	2010	Share of GDP in Local Currency, Gross Fixed Capital Formation
South Sudan	%	9.508379	2011	Share of GDP in Local Currency, Gross Fixed Capital Formation
South Sudan	%	12.26639	2012	Share of GDP in Local Currency, Gross Fixed Capital Formation
South Sudan	%	11.328861999999999	2013	Share of GDP in Local Currency, Gross Fixed Capital Formation
South Sudan	%	9.738767	2014	Share of GDP in Local Currency, Gross Fixed Capital Formation
South Sudan	%	9.701075999999999	2015	Share of GDP in Local Currency, Gross Fixed Capital Formation
South Sudan	%	5.997436	2016	Share of GDP in Local Currency, Gross Fixed Capital Formation
South Sudan	%	15.176060999999999	2008	Share of GDP, Local Currency, 2010 prices, Gross Fixed Capital Formation
South Sudan	%	11.32959	2009	Share of GDP, Local Currency, 2010 prices, Gross Fixed Capital Formation
South Sudan	%	10.637794	2010	Share of GDP, Local Currency, 2010 prices, Gross Fixed Capital Formation
South Sudan	%	10.850109	2011	Share of GDP, Local Currency, 2010 prices, Gross Fixed Capital Formation
South Sudan	%	11.256857	2012	Share of GDP, Local Currency, 2010 prices, Gross Fixed Capital Formation
South Sudan	%	10.861325	2013	Share of GDP, Local Currency, 2010 prices, Gross Fixed Capital Formation
South Sudan	%	8.739077	2014	Share of GDP, Local Currency, 2010 prices, Gross Fixed Capital Formation
South Sudan	%	6.82653	2015	Share of GDP, Local Currency, 2010 prices, Gross Fixed Capital Formation
South Sudan	%	4.975585	2016	Share of GDP, Local Currency, 2010 prices, Gross Fixed Capital Formation
South Sudan	%	-13.874188	2009	Annual growth Local Currency, Gross Fixed Capital Formation
South Sudan	%	-3.285107	2010	Annual growth Local Currency, Gross Fixed Capital Formation
South Sudan	%	35.537921000000004	2011	Annual growth Local Currency, Gross Fixed Capital Formation
South Sudan	%	-31.505034000000002	2012	Annual growth Local Currency, Gross Fixed Capital Formation
South Sudan	%	29.590805	2013	Annual growth Local Currency, Gross Fixed Capital Formation
South Sudan	%	1.457349	2014	Annual growth Local Currency, Gross Fixed Capital Formation
South Sudan	%	16.826268	2015	Annual growth Local Currency, Gross Fixed Capital Formation
South Sudan	%	264.018349	2016	Annual growth Local Currency, Gross Fixed Capital Formation
South Sudan	%	-19.838713000000002	2009	Annual growth, Local Currency, 2010 prices, Gross Fixed Capital Formation
South Sudan	%	-7.804397	2010	Annual growth, Local Currency, 2010 prices, Gross Fixed Capital Formation
South Sudan	%	3.88942	2011	Annual growth, Local Currency, 2010 prices, Gross Fixed Capital Formation
South Sudan	%	-49.706288	2012	Annual growth, Local Currency, 2010 prices, Gross Fixed Capital Formation
South Sudan	%	25.647236	2013	Annual growth, Local Currency, 2010 prices, Gross Fixed Capital Formation
South Sudan	%	-1.6449619999999998	2014	Annual growth, Local Currency, 2010 prices, Gross Fixed Capital Formation
South Sudan	%	-17.93554	2015	Annual growth, Local Currency, 2010 prices, Gross Fixed Capital Formation
South Sudan	%	-26.881434999999996	2016	Annual growth, Local Currency, 2010 prices, Gross Fixed Capital Formation
South Sudan	%	-21.783896	2009	Annual growth US$, Gross Fixed Capital Formation
South Sudan	%	-3.4724800000000005	2010	Annual growth US$, Gross Fixed Capital Formation
South Sudan	%	4.568684999999999	2011	Annual growth US$, Gross Fixed Capital Formation
South Sudan	%	-30.600668	2012	Annual growth US$, Gross Fixed Capital Formation
South Sudan	%	29.590805	2013	Annual growth US$, Gross Fixed Capital Formation
South Sudan	%	1.457349	2014	Annual growth US$, Gross Fixed Capital Formation
South Sudan	%	-15.721272	2015	Annual growth US$, Gross Fixed Capital Formation
South Sudan	%	-69.871246	2016	Annual growth US$, Gross Fixed Capital Formation
South Sudan	%	-19.838713000000002	2009	Annual growth, US$, 2010 prices, Gross Fixed Capital Formation
South Sudan	%	-7.804397	2010	Annual growth, US$, 2010 prices, Gross Fixed Capital Formation
South Sudan	%	3.88942	2011	Annual growth, US$, 2010 prices, Gross Fixed Capital Formation
South Sudan	%	-49.706288	2012	Annual growth, US$, 2010 prices, Gross Fixed Capital Formation
South Sudan	%	25.647236	2013	Annual growth, US$, 2010 prices, Gross Fixed Capital Formation
South Sudan	%	-1.6449619999999998	2014	Annual growth, US$, 2010 prices, Gross Fixed Capital Formation
South Sudan	%	-17.93554	2015	Annual growth, US$, 2010 prices, Gross Fixed Capital Formation
South Sudan	%	-26.881434999999996	2016	Annual growth, US$, 2010 prices, Gross Fixed Capital Formation
South Sudan	millions	1228.9395849999999	2008	Value Local Currency, Value Added (Agriculture, Forestry and Fishing)
South Sudan	millions	1446.496955	2009	Value Local Currency, Value Added (Agriculture, Forestry and Fishing)
South Sudan	millions	1764.8437170000002	2010	Value Local Currency, Value Added (Agriculture, Forestry and Fishing)
South Sudan	millions	2389.5313850000002	2011	Value Local Currency, Value Added (Agriculture, Forestry and Fishing)
South Sudan	millions	1139.920781	2012	Value Local Currency, Value Added (Agriculture, Forestry and Fishing)
South Sudan	millions	1853.738509	2013	Value Local Currency, Value Added (Agriculture, Forestry and Fishing)
South Sudan	millions	2265.907033	2014	Value Local Currency, Value Added (Agriculture, Forestry and Fishing)
South Sudan	millions	2106.4958149999998	2015	Value Local Currency, Value Added (Agriculture, Forestry and Fishing)
South Sudan	millions	13100.45693	2016	Value Local Currency, Value Added (Agriculture, Forestry and Fishing)
South Sudan	millions	587.963563	2008	Value US$, Value Added (Agriculture, Forestry and Fishing)
South Sudan	millions	628.4927240000001	2009	Value US$, Value Added (Agriculture, Forestry and Fishing)
South Sudan	millions	765.326545	2010	Value US$, Value Added (Agriculture, Forestry and Fishing)
South Sudan	millions	799.455121	2011	Value US$, Value Added (Agriculture, Forestry and Fishing)
South Sudan	millions	386.41382400000003	2012	Value US$, Value Added (Agriculture, Forestry and Fishing)
South Sudan	millions	628.385935	2013	Value US$, Value Added (Agriculture, Forestry and Fishing)
South Sudan	millions	768.104079	2014	Value US$, Value Added (Agriculture, Forestry and Fishing)
South Sudan	millions	515.129063	2015	Value US$, Value Added (Agriculture, Forestry and Fishing)
South Sudan	millions	265.154981	2016	Value US$, Value Added (Agriculture, Forestry and Fishing)
South Sudan	millions	1278.062785	2008	Value Local Currency, 2010 prices, Value Added (Agriculture, Forestry and Fishing)
South Sudan	millions	1833.055794	2009	Value Local Currency, 2010 prices, Value Added (Agriculture, Forestry and Fishing)
South Sudan	millions	1764.8437170000002	2010	Value Local Currency, 2010 prices, Value Added (Agriculture, Forestry and Fishing)
South Sudan	millions	1605.076068	2011	Value Local Currency, 2010 prices, Value Added (Agriculture, Forestry and Fishing)
South Sudan	millions	699.100835	2012	Value Local Currency, 2010 prices, Value Added (Agriculture, Forestry and Fishing)
South Sudan	millions	1055.106291	2013	Value Local Currency, 2010 prices, Value Added (Agriculture, Forestry and Fishing)
South Sudan	millions	1335.788997	2014	Value Local Currency, 2010 prices, Value Added (Agriculture, Forestry and Fishing)
South Sudan	millions	1112.378297	2015	Value Local Currency, 2010 prices, Value Added (Agriculture, Forestry and Fishing)
South Sudan	millions	1178.648333	2016	Value Local Currency, 2010 prices, Value Added (Agriculture, Forestry and Fishing)
South Sudan	millions	349.258256	2008	Value US$, 2005 prices, Value Added (Agriculture, Forestry and Fishing)
South Sudan	millions	491.23408600000005	2009	Value US$, 2005 prices, Value Added (Agriculture, Forestry and Fishing)
South Sudan	millions	506.087405	2010	Value US$, 2005 prices, Value Added (Agriculture, Forestry and Fishing)
South Sudan	millions	431.72116500000004	2011	Value US$, 2005 prices, Value Added (Agriculture, Forestry and Fishing)
South Sudan	millions	209.16716100000002	2012	Value US$, 2005 prices, Value Added (Agriculture, Forestry and Fishing)
South Sudan	millions	306.98247200000003	2013	Value US$, 2005 prices, Value Added (Agriculture, Forestry and Fishing)
South Sudan	millions	367.116834	2014	Value US$, 2005 prices, Value Added (Agriculture, Forestry and Fishing)
South Sudan	millions	350.440349	2015	Value US$, 2005 prices, Value Added (Agriculture, Forestry and Fishing)
South Sudan	millions	554.233424	2008	Value US$, 2010 prices, Value Added (Agriculture, Forestry and Fishing)
South Sudan	millions	794.906792	2009	Value US$, 2010 prices, Value Added (Agriculture, Forestry and Fishing)
South Sudan	millions	765.326545	2010	Value US$, 2010 prices, Value Added (Agriculture, Forestry and Fishing)
South Sudan	millions	696.0431169999999	2011	Value US$, 2010 prices, Value Added (Agriculture, Forestry and Fishing)
South Sudan	millions	303.165896	2012	Value US$, 2010 prices, Value Added (Agriculture, Forestry and Fishing)
South Sudan	millions	457.54807900000003	2013	Value US$, 2010 prices, Value Added (Agriculture, Forestry and Fishing)
South Sudan	millions	579.266463	2014	Value US$, 2010 prices, Value Added (Agriculture, Forestry and Fishing)
South Sudan	millions	482.384151	2015	Value US$, 2010 prices, Value Added (Agriculture, Forestry and Fishing)
South Sudan	millions	511.12223	2016	Value US$, 2010 prices, Value Added (Agriculture, Forestry and Fishing)
South Sudan	%	3.8429580000000003	2008	Share of GDP in US$, Value Added (Agriculture, Forestry and Fishing)
South Sudan	%	5.133099	2009	Share of GDP in US$, Value Added (Agriculture, Forestry and Fishing)
South Sudan	%	5.0331209999999995	2010	Share of GDP in US$, Value Added (Agriculture, Forestry and Fishing)
South Sudan	%	4.49405	2011	Share of GDP in US$, Value Added (Agriculture, Forestry and Fishing)
South Sudan	%	4.0378620000000005	2012	Share of GDP in US$, Value Added (Agriculture, Forestry and Fishing)
South Sudan	%	4.679728	2013	Share of GDP in US$, Value Added (Agriculture, Forestry and Fishing)
South Sudan	%	4.846725	2014	Share of GDP in US$, Value Added (Agriculture, Forestry and Fishing)
South Sudan	%	3.8418669999999997	2015	Share of GDP in US$, Value Added (Agriculture, Forestry and Fishing)
South Sudan	%	4.0578	2016	Share of GDP in US$, Value Added (Agriculture, Forestry and Fishing)
South Sudan	%	3.8429580000000003	2008	Share of GDP, US$, 2010 prices, Value Added (Agriculture, Forestry and Fishing)
South Sudan	%	5.133099	2009	Share of GDP, US$, 2010 prices, Value Added (Agriculture, Forestry and Fishing)
South Sudan	%	5.0331209999999995	2010	Share of GDP, US$, 2010 prices, Value Added (Agriculture, Forestry and Fishing)
South Sudan	%	4.49405	2011	Share of GDP, US$, 2010 prices, Value Added (Agriculture, Forestry and Fishing)
South Sudan	%	4.0378620000000005	2012	Share of GDP, US$, 2010 prices, Value Added (Agriculture, Forestry and Fishing)
South Sudan	%	4.679728	2013	Share of GDP, US$, 2010 prices, Value Added (Agriculture, Forestry and Fishing)
South Sudan	%	4.846725	2014	Share of GDP, US$, 2010 prices, Value Added (Agriculture, Forestry and Fishing)
South Sudan	%	3.8418669999999997	2015	Share of GDP, US$, 2010 prices, Value Added (Agriculture, Forestry and Fishing)
South Sudan	%	4.0578	2016	Share of GDP, US$, 2010 prices, Value Added (Agriculture, Forestry and Fishing)
South Sudan	%	3.8429580000000003	2008	Share of GDP in Local Currency, Value Added (Agriculture, Forestry and Fishing)
South Sudan	%	5.133099	2009	Share of GDP in Local Currency, Value Added (Agriculture, Forestry and Fishing)
South Sudan	%	5.0331209999999995	2010	Share of GDP in Local Currency, Value Added (Agriculture, Forestry and Fishing)
South Sudan	%	4.49405	2011	Share of GDP in Local Currency, Value Added (Agriculture, Forestry and Fishing)
South Sudan	%	4.0378620000000005	2012	Share of GDP in Local Currency, Value Added (Agriculture, Forestry and Fishing)
South Sudan	%	4.679728	2013	Share of GDP in Local Currency, Value Added (Agriculture, Forestry and Fishing)
South Sudan	%	4.846725	2014	Share of GDP in Local Currency, Value Added (Agriculture, Forestry and Fishing)
South Sudan	%	3.8418669999999997	2015	Share of GDP in Local Currency, Value Added (Agriculture, Forestry and Fishing)
South Sudan	%	4.0578	2016	Share of GDP in Local Currency, Value Added (Agriculture, Forestry and Fishing)
South Sudan	%	3.8429580000000003	2008	Share of GDP, Local Currency, 2010 prices, Value Added (Agriculture, Forestry and Fishing)
South Sudan	%	5.133099	2009	Share of GDP, Local Currency, 2010 prices, Value Added (Agriculture, Forestry and Fishing)
South Sudan	%	5.0331209999999995	2010	Share of GDP, Local Currency, 2010 prices, Value Added (Agriculture, Forestry and Fishing)
South Sudan	%	4.49405	2011	Share of GDP, Local Currency, 2010 prices, Value Added (Agriculture, Forestry and Fishing)
South Sudan	%	4.0378620000000005	2012	Share of GDP, Local Currency, 2010 prices, Value Added (Agriculture, Forestry and Fishing)
South Sudan	%	4.679728	2013	Share of GDP, Local Currency, 2010 prices, Value Added (Agriculture, Forestry and Fishing)
South Sudan	%	4.846725	2014	Share of GDP, Local Currency, 2010 prices, Value Added (Agriculture, Forestry and Fishing)
South Sudan	%	3.8418669999999997	2015	Share of GDP, Local Currency, 2010 prices, Value Added (Agriculture, Forestry and Fishing)
South Sudan	%	4.0578	2016	Share of GDP, Local Currency, 2010 prices, Value Added (Agriculture, Forestry and Fishing)
South Sudan	%	17.702853	2009	Annual growth Local Currency, Value Added (Agriculture, Forestry and Fishing)
South Sudan	%	22.008118	2010	Annual growth Local Currency, Value Added (Agriculture, Forestry and Fishing)
South Sudan	%	35.396203	2011	Annual growth Local Currency, Value Added (Agriculture, Forestry and Fishing)
South Sudan	%	-52.295215999999996	2012	Annual growth Local Currency, Value Added (Agriculture, Forestry and Fishing)
South Sudan	%	62.619942	2013	Annual growth Local Currency, Value Added (Agriculture, Forestry and Fishing)
South Sudan	%	22.234448	2014	Annual growth Local Currency, Value Added (Agriculture, Forestry and Fishing)
South Sudan	%	-7.035206	2015	Annual growth Local Currency, Value Added (Agriculture, Forestry and Fishing)
South Sudan	%	521.90757	2016	Annual growth Local Currency, Value Added (Agriculture, Forestry and Fishing)
South Sudan	%	43.42455	2009	Annual growth, Local Currency, 2010 prices, Value Added (Agriculture, Forestry and Fishing)
South Sudan	%	-3.721222	2010	Annual growth, Local Currency, 2010 prices, Value Added (Agriculture, Forestry and Fishing)
South Sudan	%	-9.052793	2011	Annual growth, Local Currency, 2010 prices, Value Added (Agriculture, Forestry and Fishing)
South Sudan	%	-56.44438	2012	Annual growth, Local Currency, 2010 prices, Value Added (Agriculture, Forestry and Fishing)
South Sudan	%	50.923334000000004	2013	Annual growth, Local Currency, 2010 prices, Value Added (Agriculture, Forestry and Fishing)
South Sudan	%	26.602316	2014	Annual growth, Local Currency, 2010 prices, Value Added (Agriculture, Forestry and Fishing)
South Sudan	%	-16.724999	2015	Annual growth, Local Currency, 2010 prices, Value Added (Agriculture, Forestry and Fishing)
South Sudan	%	5.957509	2016	Annual growth, Local Currency, 2010 prices, Value Added (Agriculture, Forestry and Fishing)
South Sudan	%	6.893142	2009	Annual growth US$, Value Added (Agriculture, Forestry and Fishing)
South Sudan	%	21.771743	2010	Annual growth US$, Value Added (Agriculture, Forestry and Fishing)
South Sudan	%	4.459348	2011	Annual growth US$, Value Added (Agriculture, Forestry and Fishing)
South Sudan	%	-51.665351	2012	Annual growth US$, Value Added (Agriculture, Forestry and Fishing)
South Sudan	%	62.619942	2013	Annual growth US$, Value Added (Agriculture, Forestry and Fishing)
South Sudan	%	22.234448	2014	Annual growth US$, Value Added (Agriculture, Forestry and Fishing)
South Sudan	%	-32.934992	2015	Annual growth US$, Value Added (Agriculture, Forestry and Fishing)
South Sudan	%	-48.526496	2016	Annual growth US$, Value Added (Agriculture, Forestry and Fishing)
South Sudan	%	43.42455	2009	Annual growth, US$, 2010 prices, Value Added (Agriculture, Forestry and Fishing)
South Sudan	%	-3.721222	2010	Annual growth, US$, 2010 prices, Value Added (Agriculture, Forestry and Fishing)
South Sudan	%	-9.052793	2011	Annual growth, US$, 2010 prices, Value Added (Agriculture, Forestry and Fishing)
South Sudan	%	-56.44438	2012	Annual growth, US$, 2010 prices, Value Added (Agriculture, Forestry and Fishing)
South Sudan	%	50.923334000000004	2013	Annual growth, US$, 2010 prices, Value Added (Agriculture, Forestry and Fishing)
South Sudan	%	26.602316	2014	Annual growth, US$, 2010 prices, Value Added (Agriculture, Forestry and Fishing)
South Sudan	%	-16.724999	2015	Annual growth, US$, 2010 prices, Value Added (Agriculture, Forestry and Fishing)
South Sudan	%	5.957509	2016	Annual growth, US$, 2010 prices, Value Added (Agriculture, Forestry and Fishing)
South Sudan	millions	537.820991	2008	Value Local Currency, Value Added (Total Manufacturing)
South Sudan	millions	722.193119	2009	Value Local Currency, Value Added (Total Manufacturing)
South Sudan	millions	776.018378	2010	Value Local Currency, Value Added (Total Manufacturing)
South Sudan	millions	1477.510556	2011	Value Local Currency, Value Added (Total Manufacturing)
South Sudan	millions	752.284223	2012	Value Local Currency, Value Added (Total Manufacturing)
South Sudan	millions	893.205867	2013	Value Local Currency, Value Added (Total Manufacturing)
South Sudan	millions	862.8322710000001	2014	Value Local Currency, Value Added (Total Manufacturing)
South Sudan	millions	973.574211	2015	Value Local Currency, Value Added (Total Manufacturing)
South Sudan	millions	5949.380579	2016	Value Local Currency, Value Added (Total Manufacturing)
South Sudan	millions	257.310571	2008	Value US$, Value Added (Total Manufacturing)
South Sudan	millions	313.787816	2009	Value US$, Value Added (Total Manufacturing)
South Sudan	millions	336.521279	2010	Value US$, Value Added (Total Manufacturing)
South Sudan	millions	494.32428	2011	Value US$, Value Added (Total Manufacturing)
South Sudan	millions	255.01160099999998	2012	Value US$, Value Added (Total Manufacturing)
South Sudan	millions	302.78165	2013	Value US$, Value Added (Total Manufacturing)
South Sudan	millions	292.485516	2014	Value US$, Value Added (Total Manufacturing)
South Sudan	millions	238.08087700000002	2015	Value US$, Value Added (Total Manufacturing)
South Sudan	millions	120.41625	2016	Value US$, Value Added (Total Manufacturing)
South Sudan	millions	559.318783	2008	Value Local Currency, 2010 prices, Value Added (Total Manufacturing)
South Sudan	millions	915.190507	2009	Value Local Currency, 2010 prices, Value Added (Total Manufacturing)
South Sudan	millions	776.018378	2010	Value Local Currency, 2010 prices, Value Added (Total Manufacturing)
South Sudan	millions	992.461052	2011	Value Local Currency, 2010 prices, Value Added (Total Manufacturing)
South Sudan	millions	461.367612	2012	Value Local Currency, 2010 prices, Value Added (Total Manufacturing)
South Sudan	millions	508.392701	2013	Value Local Currency, 2010 prices, Value Added (Total Manufacturing)
South Sudan	millions	508.653637	2014	Value Local Currency, 2010 prices, Value Added (Total Manufacturing)
South Sudan	millions	514.115819	2015	Value Local Currency, 2010 prices, Value Added (Total Manufacturing)
South Sudan	millions	535.265872	2016	Value Local Currency, 2010 prices, Value Added (Total Manufacturing)
South Sudan	millions	181.83351000000002	2008	Value US$, 2005 prices, Value Added (Total Manufacturing)
South Sudan	millions	291.772122	2009	Value US$, 2005 prices, Value Added (Total Manufacturing)
South Sudan	millions	264.734821	2010	Value US$, 2005 prices, Value Added (Total Manufacturing)
South Sudan	millions	317.570943	2011	Value US$, 2005 prices, Value Added (Total Manufacturing)
South Sudan	millions	164.21698	2012	Value US$, 2005 prices, Value Added (Total Manufacturing)
South Sudan	millions	175.969606	2013	Value US$, 2005 prices, Value Added (Total Manufacturing)
South Sudan	millions	169.779742	2014	Value US$, 2005 prices, Value Added (Total Manufacturing)
South Sudan	millions	209.70168700000002	2015	Value US$, 2005 prices, Value Added (Total Manufacturing)
South Sudan	millions	242.549245	2008	Value US$, 2010 prices, Value Added (Total Manufacturing)
South Sudan	millions	396.87343500000003	2009	Value US$, 2010 prices, Value Added (Total Manufacturing)
South Sudan	millions	336.521279	2010	Value US$, 2010 prices, Value Added (Total Manufacturing)
South Sudan	millions	430.38189800000004	2011	Value US$, 2010 prices, Value Added (Total Manufacturing)
South Sudan	millions	200.072605	2012	Value US$, 2010 prices, Value Added (Total Manufacturing)
South Sudan	millions	220.46509	2013	Value US$, 2010 prices, Value Added (Total Manufacturing)
South Sudan	millions	220.578246	2014	Value US$, 2010 prices, Value Added (Total Manufacturing)
South Sudan	millions	222.946927	2015	Value US$, 2010 prices, Value Added (Total Manufacturing)
South Sudan	millions	232.11867200000003	2016	Value US$, 2010 prices, Value Added (Total Manufacturing)
South Sudan	%	1.6817939999999998	2008	Share of GDP in US$, Value Added (Total Manufacturing)
South Sudan	%	2.5628040000000003	2009	Share of GDP in US$, Value Added (Total Manufacturing)
South Sudan	%	2.213111	2010	Share of GDP in US$, Value Added (Total Manufacturing)
South Sudan	%	2.7787900000000003	2011	Share of GDP in US$, Value Added (Total Manufacturing)
South Sudan	%	2.664764	2012	Share of GDP in US$, Value Added (Total Manufacturing)
South Sudan	%	2.254881	2013	Share of GDP in US$, Value Added (Total Manufacturing)
South Sudan	%	1.845579	2014	Share of GDP in US$, Value Added (Total Manufacturing)
South Sudan	%	1.775623	2015	Share of GDP in US$, Value Added (Total Manufacturing)
South Sudan	%	1.8427900000000002	2016	Share of GDP in US$, Value Added (Total Manufacturing)
South Sudan	%	1.6817939999999998	2008	Share of GDP, US$, 2010 prices, Value Added (Total Manufacturing)
South Sudan	%	2.5628040000000003	2009	Share of GDP, US$, 2010 prices, Value Added (Total Manufacturing)
South Sudan	%	2.213111	2010	Share of GDP, US$, 2010 prices, Value Added (Total Manufacturing)
South Sudan	%	2.7787900000000003	2011	Share of GDP, US$, 2010 prices, Value Added (Total Manufacturing)
South Sudan	%	2.664764	2012	Share of GDP, US$, 2010 prices, Value Added (Total Manufacturing)
South Sudan	%	2.254881	2013	Share of GDP, US$, 2010 prices, Value Added (Total Manufacturing)
South Sudan	%	1.845579	2014	Share of GDP, US$, 2010 prices, Value Added (Total Manufacturing)
South Sudan	%	1.775623	2015	Share of GDP, US$, 2010 prices, Value Added (Total Manufacturing)
South Sudan	%	1.8427900000000002	2016	Share of GDP, US$, 2010 prices, Value Added (Total Manufacturing)
South Sudan	%	1.6817939999999998	2008	Share of GDP in Local Currency, Value Added (Total Manufacturing)
South Sudan	%	2.5628040000000003	2009	Share of GDP in Local Currency, Value Added (Total Manufacturing)
South Sudan	%	2.213111	2010	Share of GDP in Local Currency, Value Added (Total Manufacturing)
South Sudan	%	2.7787900000000003	2011	Share of GDP in Local Currency, Value Added (Total Manufacturing)
South Sudan	%	2.664764	2012	Share of GDP in Local Currency, Value Added (Total Manufacturing)
South Sudan	%	2.254881	2013	Share of GDP in Local Currency, Value Added (Total Manufacturing)
South Sudan	%	1.845579	2014	Share of GDP in Local Currency, Value Added (Total Manufacturing)
South Sudan	%	1.775623	2015	Share of GDP in Local Currency, Value Added (Total Manufacturing)
South Sudan	%	1.8427900000000002	2016	Share of GDP in Local Currency, Value Added (Total Manufacturing)
South Sudan	%	1.6817939999999998	2008	Share of GDP, Local Currency, 2010 prices, Value Added (Total Manufacturing)
South Sudan	%	2.5628040000000003	2009	Share of GDP, Local Currency, 2010 prices, Value Added (Total Manufacturing)
South Sudan	%	2.213111	2010	Share of GDP, Local Currency, 2010 prices, Value Added (Total Manufacturing)
South Sudan	%	2.7787900000000003	2011	Share of GDP, Local Currency, 2010 prices, Value Added (Total Manufacturing)
South Sudan	%	2.664764	2012	Share of GDP, Local Currency, 2010 prices, Value Added (Total Manufacturing)
South Sudan	%	2.254881	2013	Share of GDP, Local Currency, 2010 prices, Value Added (Total Manufacturing)
South Sudan	%	1.845579	2014	Share of GDP, Local Currency, 2010 prices, Value Added (Total Manufacturing)
South Sudan	%	1.775623	2015	Share of GDP, Local Currency, 2010 prices, Value Added (Total Manufacturing)
South Sudan	%	1.8427900000000002	2016	Share of GDP, Local Currency, 2010 prices, Value Added (Total Manufacturing)
South Sudan	%	34.281319	2009	Annual growth Local Currency, Value Added (Total Manufacturing)
