SIM CODE  	DATE      	MIN TMP        	MAX TMP        	AVG TMP        	REFERENCE ET   	PRECIPITATION  
-         	YYYY-MM-DD	C              	C              	C              	mm/day         	mm             
SS_sorghum	2007-09-11	20.04          	29.95          	24.99          	3.925          	11.73          
SS_sorghum	2007-09-12	20.57          	28.40          	24.48          	4.108          	7.61           
SS_sorghum	2007-09-13	20.41          	27.21          	23.81          	4.096          	1.03           
SS_sorghum	2007-09-14	20.11          	28.70          	24.41          	3.621          	0.34           
SS_sorghum	2007-09-15	20.76          	29.14          	24.95          	3.866          	3.79           
SS_sorghum	2007-09-16	19.97          	30.46          	25.22          	5.103          	2.83           
SS_sorghum	2007-09-17	20.42          	31.27          	25.84          	4.408          	1.49           
SS_sorghum	2007-09-18	21.23          	31.55          	26.39          	4.596          	1.08           
SS_sorghum	2007-09-19	21.85          	31.04          	26.45          	4.453          	1.42           
SS_sorghum	2007-09-20	21.23          	29.14          	25.19          	5.040          	3.63           
SS_sorghum	2007-09-21	20.31          	31.23          	25.77          	4.572          	0.73           
SS_sorghum	2007-09-22	21.04          	31.78          	26.41          	3.974          	1.35           
SS_sorghum	2007-09-23	21.44          	32.00          	26.72          	5.152          	5.53           
SS_sorghum	2007-09-24	21.02          	31.94          	26.48          	4.696          	3.76           
SS_sorghum	2007-09-25	21.35          	32.51          	26.93          	5.205          	7.87           
SS_sorghum	2007-09-26	22.21          	28.36          	25.29          	3.425          	0.95           
SS_sorghum	2007-09-27	21.01          	31.33          	26.17          	4.019          	9.28           
SS_sorghum	2007-09-28	19.79          	31.84          	25.81          	5.124          	3.37           
SS_sorghum	2007-09-29	22.62          	31.63          	27.13          	5.306          	4.91           
SS_sorghum	2007-09-30	21.90          	30.11          	26.00          	4.538          	7.94           
SS_sorghum	2007-10-01	19.94          	28.62          	24.28          	3.205          	5.52           
SS_sorghum	2007-10-02	18.94          	29.77          	24.36          	4.451          	12.02          
SS_sorghum	2007-10-03	20.33          	29.61          	24.97          	4.518          	6.83           
SS_sorghum	2007-10-04	20.88          	30.77          	25.82          	4.563          	2.81           
SS_sorghum	2007-10-05	21.28          	30.04          	25.66          	4.474          	1.11           
SS_sorghum	2007-10-06	20.91          	31.08          	25.99          	4.510          	0.88           
SS_sorghum	2007-10-07	20.67          	30.19          	25.43          	4.431          	2.97           
SS_sorghum	2007-10-08	22.05          	29.36          	25.70          	4.691          	4.06           
SS_sorghum	2007-10-09	21.53          	30.90          	26.22          	4.085          	2.29           
SS_sorghum	2007-10-10	21.99          	30.45          	26.22          	5.252          	5.93           
SS_sorghum	2007-10-11	21.35          	31.10          	26.23          	4.975          	2.71           
SS_sorghum	2007-10-12	21.52          	31.44          	26.48          	5.512          	0.74           
SS_sorghum	2007-10-13	21.61          	32.02          	26.82          	5.384          	0.00           
SS_sorghum	2007-10-14	22.12          	32.24          	27.18          	5.310          	1.19           
SS_sorghum	2007-10-15	21.48          	29.17          	25.33          	3.696          	3.59           
SS_sorghum	2007-10-16	21.29          	28.20          	24.74          	4.271          	3.80           
SS_sorghum	2007-10-17	19.97          	30.46          	25.22          	4.454          	2.47           
SS_sorghum	2007-10-18	20.31          	32.24          	26.27          	5.196          	5.55           
SS_sorghum	2007-10-19	20.66          	32.19          	26.42          	4.397          	1.65           
SS_sorghum	2007-10-20	20.86          	33.53          	27.20          	5.882          	1.12           
SS_sorghum	2007-10-21	21.48          	30.74          	26.11          	4.892          	10.02          
SS_sorghum	2007-10-22	20.90          	29.47          	25.18          	3.374          	8.74           
SS_sorghum	2007-10-23	20.47          	30.26          	25.37          	4.671          	0.26           
SS_sorghum	2007-10-24	20.33          	32.08          	26.20          	5.271          	0.00           
SS_sorghum	2007-10-25	20.54          	33.49          	27.02          	5.763          	0.00           
SS_sorghum	2007-10-26	21.17          	34.19          	27.68          	5.905          	0.30           
SS_sorghum	2007-10-27	21.81          	34.66          	28.23          	6.266          	0.00           
SS_sorghum	2007-10-28	21.41          	33.90          	27.66          	5.847          	1.57           
SS_sorghum	2007-10-29	22.37          	33.14          	27.76          	5.827          	3.62           
SS_sorghum	2007-10-30	20.47          	33.70          	27.09          	5.426          	3.06           
SS_sorghum	2007-10-31	23.15          	34.75          	28.95          	6.103          	1.47           
SS_sorghum	2007-11-01	21.59          	35.28          	28.44          	6.370          	0.34           
SS_sorghum	2007-11-02	22.36          	34.83          	28.59          	5.709          	1.54           
SS_sorghum	2007-11-03	22.74          	32.89          	27.81          	4.223          	2.60           
SS_sorghum	2007-11-04	21.63          	28.91          	25.27          	3.793          	5.33           
SS_sorghum	2007-11-05	20.71          	27.76          	24.23          	4.321          	2.35           
SS_sorghum	2007-11-06	21.53          	30.63          	26.08          	4.637          	3.26           
SS_sorghum	2007-11-07	21.63          	28.77          	25.20          	2.954          	3.60           
SS_sorghum	2007-11-08	20.17          	32.11          	26.14          	4.943          	0.78           
SS_sorghum	2007-11-09	20.26          	33.28          	26.77          	5.487          	3.78           
SS_sorghum	2007-11-10	21.82          	33.65          	27.73          	4.479          	0.46           
SS_sorghum	2007-11-11	20.12          	33.80          	26.96          	6.031          	2.19           
SS_sorghum	2007-11-12	21.41          	31.74          	26.57          	5.090          	0.83           
SS_sorghum	2007-11-13	22.00          	32.13          	27.07          	5.423          	0.54           
SS_sorghum	2007-11-14	20.04          	34.65          	27.34          	6.124          	0.00           
SS_sorghum	2007-11-15	22.59          	34.54          	28.56          	5.519          	2.00           
SS_sorghum	2007-11-16	22.44          	33.78          	28.11          	4.291          	1.44           
SS_sorghum	2007-11-17	22.05          	34.41          	28.23          	4.903          	0.55           
SS_sorghum	2007-11-18	22.79          	35.50          	29.15          	5.581          	0.40           
SS_sorghum	2007-11-19	21.26          	35.84          	28.55          	6.295          	0.00           
SS_sorghum	2007-11-20	20.64          	36.72          	28.68          	8.213          	0.00           
SS_sorghum	2007-11-21	20.00          	37.03          	28.52          	7.469          	0.00           
SS_sorghum	2007-11-22	22.58          	36.13          	29.36          	6.767          	0.00           
SS_sorghum	2007-11-23	23.20          	34.81          	29.01          	5.562          	0.27           
SS_sorghum	2007-11-24	23.56          	30.95          	27.25          	4.618          	0.00           
SS_sorghum	2007-11-25	21.20          	35.11          	28.16          	6.096          	0.00           
SS_sorghum	2007-11-26	21.45          	36.20          	28.83          	6.826          	0.00           
SS_sorghum	2007-11-27	22.39          	36.43          	29.41          	6.986          	0.00           
SS_sorghum	2007-11-28	23.04          	36.75          	29.90          	6.557          	0.00           
SS_sorghum	2007-11-29	23.01          	37.34          	30.18          	7.344          	0.00           
SS_sorghum	2007-11-30	23.45          	37.92          	30.69          	7.891          	0.00           
SS_sorghum	2007-12-01	22.81          	37.43          	30.12          	7.748          	0.00           
SS_sorghum	2007-12-02	23.91          	37.35          	30.63          	7.946          	0.00           
SS_sorghum	2007-12-03	22.93          	37.40          	30.16          	6.809          	0.00           
SS_sorghum	2007-12-04	24.35          	35.56          	29.96          	6.620          	0.00           
SS_sorghum	2007-12-05	21.21          	37.83          	29.52          	7.295          	0.00           
SS_sorghum	2007-12-06	21.58          	37.86          	29.72          	7.387          	0.00           
SS_sorghum	2007-12-07	23.25          	36.35          	29.80          	6.997          	6.66           
SS_sorghum	2007-12-08	21.97          	33.21          	27.59          	4.720          	19.37          
SS_sorghum	2007-12-09	22.08          	30.34          	26.21          	4.563          	14.15          
SS_sorghum	2007-12-10	19.67          	32.22          	25.95          	4.842          	6.49           
SS_sorghum	2007-12-11	22.54          	33.04          	27.79          	5.090          	4.63           
SS_sorghum	2007-12-12	21.11          	34.60          	27.86          	5.695          	0.35           
SS_sorghum	2007-12-13	21.66          	34.06          	27.86          	5.370          	0.00           
SS_sorghum	2007-12-14	22.36          	35.27          	28.82          	6.060          	0.00           
SS_sorghum	2007-12-15	19.56          	35.82          	27.69          	6.692          	0.00           
SS_sorghum	2007-12-16	19.30          	35.58          	27.44          	6.821          	0.00           
SS_sorghum	2007-12-17	21.36          	35.78          	28.57          	6.249          	0.00           
SS_sorghum	2007-12-18	19.22          	36.41          	27.81          	6.695          	0.00           
SS_sorghum	2007-12-19	21.07          	36.73          	28.90          	6.451          	0.00           
SS_sorghum	2007-12-20	20.78          	36.25          	28.52          	5.927          	0.00           
SS_sorghum	2007-12-21	18.97          	36.36          	27.66          	6.865          	0.00           
SS_sorghum	2007-12-22	19.77          	35.71          	27.74          	7.739          	0.00           
SS_sorghum	2007-12-23	20.91          	36.00          	28.45          	7.785          	0.00           
SS_sorghum	2007-12-24	20.21          	36.45          	28.33          	7.767          	0.00           
SS_sorghum	2007-12-25	21.19          	35.98          	28.59          	7.266          	0.00           
SS_sorghum	2007-12-26	20.97          	37.28          	29.13          	7.248          	0.00           
SS_sorghum	2007-12-27	20.63          	36.72          	28.67          	7.411          	0.00           
SS_sorghum	2007-12-28	22.57          	37.43          	30.00          	7.003          	0.00           
SS_sorghum	2007-12-29	22.71          	37.93          	30.32          	7.962          	0.00           
SS_sorghum	2007-12-30	22.03          	37.59          	29.81          	7.252          	0.00           
SS_sorghum	2007-12-31	21.98          	38.65          	30.31          	7.829          	0.00           
SS_sorghum	2008-01-01	23.05          	38.73          	30.89          	8.209          	0.00           
SS_sorghum	2008-01-02	24.30          	36.42          	30.36          	7.819          	0.00           
SS_sorghum	2008-01-03	21.47          	39.49          	30.48          	8.332          	0.00           
SS_sorghum	2008-01-04	22.33          	39.79          	31.06          	8.319          	0.00           
SS_sorghum	2008-01-05	23.02          	38.41          	30.71          	8.435          	0.00           
SS_sorghum	2008-01-06	24.25          	38.06          	31.16          	8.060          	0.00           
SS_sorghum	2008-01-07	23.34          	38.11          	30.73          	7.935          	0.00           
SS_sorghum	2008-01-08	22.58          	37.67          	30.13          	8.078          	0.00           
SS_sorghum	2008-01-09	22.62          	39.17          	30.90          	7.937          	0.00           
SS_sorghum	2008-01-10	21.89          	39.36          	30.63          	9.177          	0.00           
SS_sorghum	2008-01-11	23.49          	38.59          	31.04          	8.588          	0.00           
SS_sorghum	2008-01-12	23.35          	38.64          	31.00          	8.349          	0.00           
SS_sorghum	2008-01-13	24.36          	33.01          	28.68          	6.969          	0.00           
SS_sorghum	2008-01-14	24.77          	35.74          	30.26          	6.497          	0.00           
SS_sorghum	2008-01-15	23.99          	35.41          	29.70          	6.979          	0.95           
SS_sorghum	2008-01-16	22.10          	36.53          	29.32          	7.532          	0.55           
SS_sorghum	2008-01-17	23.72          	32.98          	28.35          	6.638          	0.53           
SS_sorghum	2008-01-18	21.35          	36.03          	28.69          	7.530          	0.40           
SS_sorghum	2008-01-19	24.24          	33.92          	29.08          	6.856          	0.00           
SS_sorghum	2008-01-20	24.25          	33.92          	29.09          	6.384          	0.00           
SS_sorghum	2008-01-21	22.61          	37.47          	30.04          	6.601          	0.00           
SS_sorghum	2008-01-22	23.72          	36.06          	29.89          	6.726          	0.00           
SS_sorghum	2008-01-23	24.17          	33.17          	28.67          	7.034          	0.00           
SS_sorghum	2008-01-24	22.34          	36.18          	29.26          	7.596          	0.00           
SS_sorghum	2008-01-25	23.20          	36.71          	29.95          	6.997          	0.00           
SS_sorghum	2008-01-26	23.50          	37.71          	30.61          	7.378          	1.65           
SS_sorghum	2008-01-27	23.07          	36.31          	29.69          	7.825          	0.56           
SS_sorghum	2008-01-28	23.28          	36.52          	29.90          	9.136          	0.00           
SS_sorghum	2008-01-29	22.66          	36.93          	29.80          	8.895          	0.00           
SS_sorghum	2008-01-30	21.90          	35.54          	28.72          	8.970          	0.00           
SS_sorghum	2008-01-31	21.09          	36.10          	28.59          	9.453          	0.00           
SS_sorghum	2008-02-01	20.94          	35.82          	28.38          	9.163          	0.00           
SS_sorghum	2008-02-02	20.64          	37.44          	29.04          	8.628          	0.00           
SS_sorghum	2008-02-03	22.91          	38.86          	30.88          	8.772          	0.00           
SS_sorghum	2008-02-04	24.51          	38.47          	31.49          	8.234          	0.00           
SS_sorghum	2008-02-05	23.85          	39.53          	31.69          	8.420          	0.00           
SS_sorghum	2008-02-06	25.01          	37.66          	31.34          	6.615          	0.00           
SS_sorghum	2008-02-07	23.43          	36.69          	30.06          	6.350          	0.00           
SS_sorghum	2008-02-08	26.55          	34.44          	30.49          	5.434          	0.00           
SS_sorghum	2008-02-09	23.36          	37.71          	30.54          	6.616          	0.00           
SS_sorghum	2008-02-10	25.19          	36.02          	30.61          	6.337          	0.00           
SS_sorghum	2008-02-11	22.27          	39.19          	30.73          	7.328          	0.00           
SS_sorghum	2008-02-12	22.64          	39.13          	30.89          	8.431          	0.00           
SS_sorghum	2008-02-13	22.62          	38.14          	30.38          	9.808          	0.00           
SS_sorghum	2008-02-14	21.47          	38.20          	29.84          	9.123          	0.00           
SS_sorghum	2008-02-15	22.50          	37.62          	30.06          	10.127         	0.00           
SS_sorghum	2008-02-16	20.38          	38.08          	29.23          	9.235          	0.00           
SS_sorghum	2008-02-17	21.12          	38.79          	29.95          	8.765          	0.00           
SS_sorghum	2008-02-18	23.81          	39.83          	31.82          	8.792          	0.00           
SS_sorghum	2008-02-19	24.98          	38.02          	31.50          	10.353         	0.00           
SS_sorghum	2008-02-20	21.70          	36.07          	28.88          	8.871          	0.00           
SS_sorghum	2008-02-21	24.14          	35.47          	29.81          	8.075          	0.00           
SS_sorghum	2008-02-22	24.84          	38.60          	31.72          	7.793          	0.00           
SS_sorghum	2008-02-23	21.40          	40.38          	30.89          	10.479         	0.00           
SS_sorghum	2008-02-24	21.61          	40.78          	31.20          	10.626         	0.00           
SS_sorghum	2008-02-25	24.10          	40.67          	32.39          	9.705          	0.00           
SS_sorghum	2008-02-26	24.20          	37.51          	30.85          	8.285          	0.00           
SS_sorghum	2008-02-27	23.21          	38.12          	30.66          	9.444          	0.00           
SS_sorghum	2008-02-28	24.35          	38.97          	31.66          	9.964          	0.00           
SS_sorghum	2008-02-29	25.04          	35.25          	30.15          	6.146          	0.00           
SS_sorghum	2008-03-01	23.37          	38.84          	31.11          	8.341          	0.00           
SS_sorghum	2008-03-02	23.14          	40.71          	31.93          	9.462          	0.00           
SS_sorghum	2008-03-03	24.44          	40.28          	32.36          	9.180          	0.46           
SS_sorghum	2008-03-04	24.01          	41.02          	32.52          	9.680          	0.00           
SS_sorghum	2008-03-05	22.62          	40.89          	31.76          	9.802          	1.38           
SS_sorghum	2008-03-06	25.25          	35.88          	30.57          	6.816          	4.64           
SS_sorghum	2008-03-07	24.96          	36.66          	30.81          	6.103          	0.00           
SS_sorghum	2008-03-08	24.70          	33.18          	28.94          	5.952          	0.73           
SS_sorghum	2008-03-09	24.50          	34.24          	29.37          	6.456          	0.00           
SS_sorghum	2008-03-10	24.26          	34.31          	29.29          	6.485          	0.89           
SS_sorghum	2008-03-11	23.86          	37.95          	30.91          	6.078          	0.87           
SS_sorghum	2008-03-12	22.68          	38.98          	30.83          	7.225          	1.22           
SS_sorghum	2008-03-13	25.06          	34.27          	29.66          	5.419          	2.26           
SS_sorghum	2008-03-14	23.87          	33.68          	28.77          	6.097          	1.65           
SS_sorghum	2008-03-15	22.11          	37.16          	29.63          	6.755          	1.20           
SS_sorghum	2008-03-16	23.54          	38.73          	31.13          	6.335          	0.00           
SS_sorghum	2008-03-17	25.04          	37.50          	31.27          	5.607          	0.00           
SS_sorghum	2008-03-18	24.51          	39.39          	31.95          	7.731          	0.00           
SS_sorghum	2008-03-19	23.64          	39.95          	31.80          	8.943          	0.00           
SS_sorghum	2008-03-20	20.59          	39.68          	30.13          	7.848          	0.00           
SS_sorghum	2008-03-21	21.68          	40.28          	30.98          	8.513          	0.00           
SS_sorghum	2008-03-22	21.90          	41.05          	31.47          	8.469          	0.00           
SS_sorghum	2008-03-23	23.75          	40.10          	31.93          	7.509          	0.29           
SS_sorghum	2008-03-24	26.41          	40.41          	33.41          	8.650          	0.00           
SS_sorghum	2008-03-25	26.45          	37.33          	31.89          	7.568          	0.00           
SS_sorghum	2008-03-26	25.62          	39.56          	32.59          	7.664          	1.33           
SS_sorghum	2008-03-27	24.28          	33.38          	28.83          	5.000          	9.15           
SS_sorghum	2008-03-28	22.79          	32.98          	27.88          	6.044          	1.80           
SS_sorghum	2008-03-29	23.75          	36.98          	30.36          	6.124          	2.91           
SS_sorghum	2008-03-30	24.03          	35.12          	29.57          	5.906          	3.17           
SS_sorghum	2008-03-31	22.77          	33.41          	28.09          	5.143          	0.33           
SS_sorghum	2008-04-01	24.20          	34.52          	29.36          	6.537          	0.00           
SS_sorghum	2008-04-02	23.85          	37.10          	30.48          	7.683          	0.00           
SS_sorghum	2008-04-03	25.85          	36.37          	31.11          	7.701          	0.00           
SS_sorghum	2008-04-04	22.67          	38.87          	30.77          	8.253          	0.00           
SS_sorghum	2008-04-05	24.16          	40.84          	32.50          	8.214          	0.00           
SS_sorghum	2008-04-06	25.61          	39.43          	32.52          	8.860          	0.00           
SS_sorghum	2008-04-07	24.28          	38.08          	31.18          	7.071          	0.00           
SS_sorghum	2008-04-08	24.04          	40.63          	32.34          	7.703          	0.00           
SS_sorghum	2008-04-09	22.62          	29.16          	25.89          	3.846          	2.90           
SS_sorghum	2008-04-10	21.91          	36.10          	29.01          	5.573          	0.48           
SS_sorghum	2008-04-11	23.46          	37.43          	30.45          	6.078          	0.50           
SS_sorghum	2008-04-12	25.28          	33.96          	29.62          	4.052          	2.88           
SS_sorghum	2008-04-13	23.33          	34.20          	28.77          	5.720          	3.76           
SS_sorghum	2008-04-14	23.34          	35.65          	29.49          	6.479          	2.99           
SS_sorghum	2008-04-15	23.25          	33.74          	28.50          	5.174          	2.70           
SS_sorghum	2008-04-16	23.28          	33.47          	28.38          	4.966          	4.24           
SS_sorghum	2008-04-17	23.66          	37.00          	30.33          	6.933          	1.13           
SS_sorghum	2008-04-18	23.28          	37.28          	30.28          	6.602          	1.02           
SS_sorghum	2008-04-19	24.03          	33.44          	28.73          	4.972          	3.29           
SS_sorghum	2008-04-20	23.04          	28.77          	25.91          	3.652          	8.17           
SS_sorghum	2008-04-21	22.35          	32.29          	27.32          	4.505          	0.54           
SS_sorghum	2008-04-22	22.71          	33.31          	28.01          	5.781          	0.28           
SS_sorghum	2008-04-23	22.46          	38.09          	30.28          	7.840          	0.35           
SS_sorghum	2008-04-24	23.55          	36.39          	29.97          	7.442          	0.74           
SS_sorghum	2008-04-25	23.42          	36.01          	29.72          	6.418          	0.80           
SS_sorghum	2008-04-26	23.97          	30.77          	27.37          	4.979          	5.26           
SS_sorghum	2008-04-27	22.65          	34.59          	28.62          	6.074          	2.70           
SS_sorghum	2008-04-28	22.48          	37.38          	29.93          	6.883          	0.82           
SS_sorghum	2008-04-29	23.73          	37.17          	30.45          	5.216          	3.62           
SS_sorghum	2008-04-30	24.13          	34.02          	29.08          	5.361          	7.96           
SS_sorghum	2008-05-01	23.14          	37.77          	30.46          	7.488          	0.47           
SS_sorghum	2008-05-02	24.77          	37.74          	31.26          	5.580          	0.34           
SS_sorghum	2008-05-03	24.76          	34.58          	29.67          	5.736          	0.69           
SS_sorghum	2008-05-04	23.69          	32.64          	28.16          	4.626          	2.09           
SS_sorghum	2008-05-05	21.82          	33.25          	27.54          	4.996          	1.01           
SS_sorghum	2008-05-06	21.97          	36.41          	29.19          	6.354          	2.67           
SS_sorghum	2008-05-07	23.22          	34.62          	28.92          	6.489          	3.63           
SS_sorghum	2008-05-08	22.49          	38.11          	30.30          	6.879          	2.10           
SS_sorghum	2008-05-09	23.39          	36.15          	29.77          	5.343          	2.43           
SS_sorghum	2008-05-10	22.79          	33.09          	27.94          	4.672          	1.27           
SS_sorghum	2008-05-11	22.60          	37.04          	29.82          	6.409          	1.38           
SS_sorghum	2008-05-12	23.08          	35.19          	29.13          	5.536          	2.43           
SS_sorghum	2008-05-13	22.57          	35.66          	29.11          	4.836          	1.89           
SS_sorghum	2008-05-14	22.95          	35.43          	29.19          	6.078          	2.38           
SS_sorghum	2008-05-15	23.10          	37.25          	30.18          	6.332          	2.50           
SS_sorghum	2008-05-16	23.10          	36.81          	29.96          	5.458          	2.42           
SS_sorghum	2008-05-17	23.15          	38.24          	30.70          	6.370          	1.28           
SS_sorghum	2008-05-18	25.21          	37.08          	31.15          	5.636          	2.82           
SS_sorghum	2008-05-19	24.07          	34.51          	29.29          	6.372          	1.15           
SS_sorghum	2008-05-20	23.73          	29.58          	26.66          	5.327          	1.34           
SS_sorghum	2008-05-21	22.36          	33.07          	27.72          	4.928          	1.49           
SS_sorghum	2008-05-22	22.46          	31.75          	27.11          	2.813          	2.91           
SS_sorghum	2008-05-23	22.52          	31.10          	26.81          	4.761          	5.39           
SS_sorghum	2008-05-24	22.15          	33.95          	28.05          	4.776          	2.71           
SS_sorghum	2008-05-25	22.37          	31.74          	27.06          	4.346          	2.46           
SS_sorghum	2008-05-26	21.33          	31.73          	26.53          	3.033          	4.70           
SS_sorghum	2008-05-27	21.69          	32.98          	27.34          	5.031          	8.31           
SS_sorghum	2008-05-28	21.50          	32.77          	27.14          	5.095          	9.18           
SS_sorghum	2008-05-29	21.37          	33.75          	27.56          	5.411          	0.33           
SS_sorghum	2008-05-30	22.48          	33.02          	27.75          	4.897          	0.36           
SS_sorghum	2008-05-31	22.25          	34.03          	28.14          	5.574          	4.54           
SS_sorghum	2008-06-01	21.54          	31.58          	26.56          	4.995          	12.55          
SS_sorghum	2008-06-02	21.75          	30.81          	26.28          	3.258          	2.57           
SS_sorghum	2008-06-03	20.34          	34.61          	27.48          	5.957          	1.32           
SS_sorghum	2008-06-04	21.24          	36.13          	28.69          	5.715          	1.03           
SS_sorghum	2008-06-05	21.86          	35.60          	28.73          	5.858          	1.73           
SS_sorghum	2008-06-06	22.22          	28.06          	25.14          	3.354          	3.21           
SS_sorghum	2008-06-07	21.14          	28.05          	24.59          	3.519          	15.63          
SS_sorghum	2008-06-08	20.13          	31.49          	25.81          	5.103          	1.34           
SS_sorghum	2008-06-09	21.48          	30.62          	26.05          	4.172          	2.79           
SS_sorghum	2008-06-10	21.37          	29.80          	25.59          	4.376          	8.35           
SS_sorghum	2008-06-11	20.55          	29.31          	24.93          	4.360          	2.31           
SS_sorghum	2008-06-12	20.06          	31.52          	25.79          	4.701          	1.65           
SS_sorghum	2008-06-13	21.63          	32.54          	27.09          	4.939          	3.75           
SS_sorghum	2008-06-14	22.23          	33.22          	27.73          	5.141          	3.33           
SS_sorghum	2008-06-15	21.01          	32.42          	26.72          	4.518          	2.73           
SS_sorghum	2008-06-16	22.02          	31.14          	26.58          	4.588          	1.05           
SS_sorghum	2008-06-17	21.07          	32.51          	26.79          	4.916          	2.22           
SS_sorghum	2008-06-18	22.44          	27.79          	25.12          	4.541          	1.51           
SS_sorghum	2008-06-19	20.94          	33.13          	27.04          	4.683          	2.34           
SS_sorghum	2008-06-20	22.17          	30.17          	26.17          	4.424          	2.69           
SS_sorghum	2008-06-21	21.37          	27.42          	24.40          	4.333          	4.45           
SS_sorghum	2008-06-22	20.14          	32.45          	26.30          	4.868          	1.60           
SS_sorghum	2008-06-23	21.21          	33.99          	27.60          	5.539          	1.68           
SS_sorghum	2008-06-24	21.20          	33.96          	27.58          	4.719          	2.30           
SS_sorghum	2008-06-25	21.87          	32.44          	27.16          	4.180          	2.58           
SS_sorghum	2008-06-26	21.87          	27.46          	24.66          	4.059          	5.02           
SS_sorghum	2008-06-27	20.72          	30.49          	25.60          	4.364          	5.35           
SS_sorghum	2008-06-28	20.08          	32.61          	26.34          	5.155          	2.72           
SS_sorghum	2008-06-29	20.71          	32.51          	26.61          	5.231          	0.69           
SS_sorghum	2008-06-30	21.45          	35.28          	28.37          	5.952          	0.00           
SS_sorghum	2008-07-01	21.60          	33.80          	27.70          	5.424          	2.31           
SS_sorghum	2008-07-02	21.17          	31.05          	26.11          	5.269          	13.80          
SS_sorghum	2008-07-03	21.87          	31.39          	26.63          	3.680          	2.63           
SS_sorghum	2008-07-04	21.10          	28.08          	24.59          	4.208          	13.37          
SS_sorghum	2008-07-05	19.65          	31.49          	25.57          	4.006          	0.31           
SS_sorghum	2008-07-06	21.31          	31.64          	26.48          	4.441          	4.69           
SS_sorghum	2008-07-07	21.34          	32.07          	26.70          	4.799          	3.03           
SS_sorghum	2008-07-08	20.92          	29.07          	25.00          	4.482          	5.01           
SS_sorghum	2008-07-09	20.48          	31.69          	26.09          	4.853          	4.43           
SS_sorghum	2008-07-10	20.30          	30.83          	25.56          	4.980          	4.61           
SS_sorghum	2008-07-11	19.84          	25.70          	22.77          	4.137          	5.98           
SS_sorghum	2008-07-12	19.56          	31.17          	25.37          	4.861          	1.12           
SS_sorghum	2008-07-13	20.66          	31.72          	26.19          	4.396          	2.03           
SS_sorghum	2008-07-14	21.12          	31.77          	26.45          	4.279          	2.24           
SS_sorghum	2008-07-15	20.73          	30.87          	25.80          	4.193          	5.75           
SS_sorghum	2008-07-16	20.87          	32.30          	26.59          	4.303          	1.18           
SS_sorghum	2008-07-17	21.24          	31.87          	26.56          	4.517          	3.41           
SS_sorghum	2008-07-18	20.14          	29.40          	24.77          	3.478          	5.75           
SS_sorghum	2008-07-19	19.93          	28.87          	24.40          	3.833          	3.86           
SS_sorghum	2008-07-20	19.75          	28.25          	24.00          	4.417          	0.00           
SS_sorghum	2008-07-21	19.57          	32.12          	25.84          	4.651          	0.90           
SS_sorghum	2008-07-22	20.80          	29.85          	25.33          	3.859          	5.42           
SS_sorghum	2008-07-23	20.90          	32.43          	26.66          	4.127          	1.71           
SS_sorghum	2008-07-24	20.43          	30.54          	25.48          	4.985          	2.52           
SS_sorghum	2008-07-25	21.01          	28.52          	24.77          	4.251          	1.89           
SS_sorghum	2008-07-26	20.73          	29.97          	25.35          	4.519          	2.33           
SS_sorghum	2008-07-27	20.73          	32.64          	26.69          	5.806          	0.49           
SS_sorghum	2008-07-28	20.68          	32.33          	26.50          	5.522          	1.98           
SS_sorghum	2008-07-29	20.66          	28.61          	24.63          	4.234          	12.03          
SS_sorghum	2008-07-30	20.30          	28.51          	24.41          	3.965          	0.00           
SS_sorghum	2008-07-31	19.94          	30.89          	25.41          	4.464          	0.61           
SS_sorghum	2008-08-01	20.22          	32.02          	26.12          	4.702          	0.00           
SS_sorghum	2008-08-02	21.10          	32.49          	26.80          	5.243          	0.78           
SS_sorghum	2008-08-03	20.74          	32.21          	26.48          	4.146          	0.00           
SS_sorghum	2008-08-04	21.58          	31.15          	26.36          	4.862          	3.60           
SS_sorghum	2008-08-05	20.23          	31.23          	25.73          	4.632          	3.77           
SS_sorghum	2008-08-06	20.53          	31.81          	26.17          	4.800          	3.84           
SS_sorghum	2008-08-07	20.68          	29.83          	25.25          	3.742          	2.77           
SS_sorghum	2008-08-08	20.76          	31.90          	26.33          	4.774          	2.67           
SS_sorghum	2008-08-09	21.45          	30.77          	26.11          	5.167          	1.25           
SS_sorghum	2008-08-10	21.89          	30.49          	26.19          	4.389          	3.36           
SS_sorghum	2008-08-11	20.78          	31.77          	26.27          	5.175          	3.69           
SS_sorghum	2008-08-12	21.17          	30.21          	25.69          	3.084          	3.24           
SS_sorghum	2008-08-13	20.65          	31.53          	26.09          	4.203          	0.83           
SS_sorghum	2008-08-14	21.08          	32.53          	26.81          	5.286          	3.73           
SS_sorghum	2008-08-15	21.27          	32.07          	26.67          	4.869          	5.31           
SS_sorghum	2008-08-16	21.18          	29.03          	25.11          	4.771          	2.76           
SS_sorghum	2008-08-17	20.86          	29.06          	24.96          	4.286          	6.31           
SS_sorghum	2008-08-18	20.48          	29.79          	25.13          	4.545          	10.58          
SS_sorghum	2008-08-19	20.62          	31.57          	26.09          	2.611          	1.57           
SS_sorghum	2008-08-20	22.02          	31.42          	26.72          	4.814          	0.56           
SS_sorghum	2008-08-21	20.28          	29.85          	25.07          	2.967          	1.40           
SS_sorghum	2008-08-22	19.62          	34.60          	27.11          	4.999          	0.54           
